0	7590	0	1.0
7590	0	1	1.0
0	7591	0	1.0
7591	0	1	1.0
1	7592	0	1.0
7592	1	1	1.0
1	7594	0	1.0
7594	1	1	1.0
1	7595	0	1.0
7595	1	1	1.0
1	7593	0	1.0
7593	1	1	1.0
2	7494	0	1.0
7494	2	1	1.0
2	6947	0	1.0
6947	2	1	1.0
2	7596	0	1.0
7596	2	1	1.0
2	7421	0	1.0
7421	2	1	1.0
3	7597	0	1.0
7597	3	1	1.0
3	7598	0	1.0
7598	3	1	1.0
3	7599	0	1.0
7599	3	1	1.0
4	7604	0	1.0
7604	4	1	1.0
4	7601	0	1.0
7601	4	1	1.0
4	7602	0	1.0
7602	4	1	1.0
4	7603	0	1.0
7603	4	1	1.0
4	6861	0	1.0
6861	4	1	1.0
5	7606	0	1.0
7606	5	1	1.0
5	7607	0	1.0
7607	5	1	1.0
5	7605	0	1.0
7605	5	1	1.0
6	7608	0	1.0
7608	6	1	1.0
6	7609	0	1.0
7609	6	1	1.0
7	7615	0	1.0
7615	7	1	1.0
7	7614	0	1.0
7614	7	1	1.0
7	7612	0	1.0
7612	7	1	1.0
7	7611	0	1.0
7611	7	1	1.0
7	7610	0	1.0
7610	7	1	1.0
7	7613	0	1.0
7613	7	1	1.0
8	7616	0	1.0
7616	8	1	1.0
9	7618	0	1.0
7618	9	1	1.0
9	7617	0	1.0
7617	9	1	1.0
10	7621	0	1.0
7621	10	1	1.0
10	7622	0	1.0
7622	10	1	1.0
10	7623	0	1.0
7623	10	1	1.0
10	7624	0	1.0
7624	10	1	1.0
11	7627	0	1.0
7627	11	1	1.0
11	7626	0	1.0
7626	11	1	1.0
11	7628	0	1.0
7628	11	1	1.0
11	7625	0	1.0
7625	11	1	1.0
12	7609	0	1.0
7609	12	1	1.0
12	7629	0	1.0
7629	12	1	1.0
13	7630	0	1.0
7630	13	1	1.0
13	6930	0	1.0
6930	13	1	1.0
14	7633	0	1.0
7633	14	1	1.0
14	7632	0	1.0
7632	14	1	1.0
14	7635	0	1.0
7635	14	1	1.0
14	7631	0	1.0
7631	14	1	1.0
14	7634	0	1.0
7634	14	1	1.0
15	6875	0	1.0
6875	15	1	1.0
15	6761	0	1.0
6761	15	1	1.0
15	7637	0	1.0
7637	15	1	1.0
16	7638	0	1.0
7638	16	1	1.0
17	7640	0	1.0
7640	17	1	1.0
18	7642	0	1.0
7642	18	1	1.0
18	6826	0	1.0
6826	18	1	1.0
18	6820	0	1.0
6820	18	1	1.0
18	7641	0	1.0
7641	18	1	1.0
19	7643	0	1.0
7643	19	1	1.0
19	7644	0	1.0
7644	19	1	1.0
19	7645	0	1.0
7645	19	1	1.0
19	7646	0	1.0
7646	19	1	1.0
20	7647	0	1.0
7647	20	1	1.0
20	7648	0	1.0
7648	20	1	1.0
21	7649	0	1.0
7649	21	1	1.0
21	7650	0	1.0
7650	21	1	1.0
22	7651	0	1.0
7651	22	1	1.0
22	7652	0	1.0
7652	22	1	1.0
22	7653	0	1.0
7653	22	1	1.0
23	7654	0	1.0
7654	23	1	1.0
23	7655	0	1.0
7655	23	1	1.0
24	7657	0	1.0
7657	24	1	1.0
24	7656	0	1.0
7656	24	1	1.0
24	7658	0	1.0
7658	24	1	1.0
25	7589	0	1.0
7589	25	1	1.0
25	6809	0	1.0
6809	25	1	1.0
25	6835	0	1.0
6835	25	1	1.0
25	7017	0	1.0
7017	25	1	1.0
25	7049	0	1.0
7049	25	1	1.0
26	6814	0	1.0
6814	26	1	1.0
26	6813	0	1.0
6813	26	1	1.0
26	6812	0	1.0
6812	26	1	1.0
26	7441	0	1.0
7441	26	1	1.0
26	6815	0	1.0
6815	26	1	1.0
27	7568	0	1.0
7568	27	1	1.0
27	7660	0	1.0
7660	27	1	1.0
28	7665	0	1.0
7665	28	1	1.0
28	7664	0	1.0
7664	28	1	1.0
28	7663	0	1.0
7663	28	1	1.0
28	7666	0	1.0
7666	28	1	1.0
29	7667	0	1.0
7667	29	1	1.0
29	7669	0	1.0
7669	29	1	1.0
29	7668	0	1.0
7668	29	1	1.0
29	7670	0	1.0
7670	29	1	1.0
30	7675	0	1.0
7675	30	1	1.0
30	7674	0	1.0
7674	30	1	1.0
30	7673	0	1.0
7673	30	1	1.0
30	7672	0	1.0
7672	30	1	1.0
31	7676	0	1.0
7676	31	1	1.0
31	7678	0	1.0
7678	31	1	1.0
31	7677	0	1.0
7677	31	1	1.0
31	7679	0	1.0
7679	31	1	1.0
32	7680	0	1.0
7680	32	1	1.0
33	7681	0	1.0
7681	33	1	1.0
34	7682	0	1.0
7682	34	1	1.0
34	7683	0	1.0
7683	34	1	1.0
34	7684	0	1.0
7684	34	1	1.0
34	7685	0	1.0
7685	34	1	1.0
34	7686	0	1.0
7686	34	1	1.0
35	7687	0	1.0
7687	35	1	1.0
36	7690	0	1.0
7690	36	1	1.0
36	7689	0	1.0
7689	36	1	1.0
37	7692	0	1.0
7692	37	1	1.0
37	7695	0	1.0
7695	37	1	1.0
37	7694	0	1.0
7694	37	1	1.0
37	7693	0	1.0
7693	37	1	1.0
38	7698	0	1.0
7698	38	1	1.0
38	7696	0	1.0
7696	38	1	1.0
38	7692	0	1.0
7692	38	1	1.0
38	7697	0	1.0
7697	38	1	1.0
39	7701	0	1.0
7701	39	1	1.0
39	7699	0	1.0
7699	39	1	1.0
39	7700	0	1.0
7700	39	1	1.0
39	7702	0	1.0
7702	39	1	1.0
40	7703	0	1.0
7703	40	1	1.0
41	7704	0	1.0
7704	41	1	1.0
41	7705	0	1.0
7705	41	1	1.0
41	7706	0	1.0
7706	41	1	1.0
42	7708	0	1.0
7708	42	1	1.0
42	7709	0	1.0
7709	42	1	1.0
42	7707	0	1.0
7707	42	1	1.0
43	7711	0	1.0
7711	43	1	1.0
