1297	2187	0	1.0
167	2826	0	1.0
1697	3658	0	1.0
990	2093	0	1.0
770	2114	0	1.0
192	6030	0	1.0
239	3124	0	1.0
1241	4537	0	1.0
957	10548	0	1.0
756	5248	0	1.0
1324	8612	0	1.0
1679	14479	0	1.0
962	5561	0	1.0
27	2532	0	1.0
1745	3083	0	1.0
555	2610	0	1.0
38	3140	0	1.0
845	2143	0	1.0
1849	1979	0	1.0
1370	2175	0	1.0
1749	2040	0	1.0
1008	1939	0	1.0
1128	14782	0	1.0
488	2422	0	1.0
1342	13819	0	1.0
707	2640	0	1.0
273	7084	0	1.0
436	8953	0	1.0
1149	2621	0	1.0
128	2772	0	1.0
827	1993	0	1.0
1543	7072	0	1.0
987	2107	0	1.0
1427	9062	0	1.0
1510	1974	0	1.0
1776	2981	0	1.0
18	2196	0	1.0
963	1942	0	1.0
146	2298	0	1.0
665	2208	0	1.0
1618	17723	0	1.0
840	2124	0	1.0
46	3374	0	1.0
1126	2485	0	1.0
287	7261	0	1.0
1495	16991	0	1.0
724	2404	0	1.0
162	2786	0	1.0
862	3186	0	1.0
1555	2420	0	1.0
1870	7207	0	1.0
1404	4339	0	1.0
1578	12276	0	1.0
1159	14971	0	1.0
1728	8440	0	1.0
864	2187	0	1.0
436	8978	0	1.0
26	2047	0	1.0
1627	5049	0	1.0
140	3983	0	1.0
1538	17244	0	1.0
1877	2093	0	1.0
945	2691	0	1.0
1111	2085	0	1.0
1175	4828	0	1.0
1112	2115	0	1.0
1121	14726	0	1.0
588	3811	0	1.0
199	1975	0	1.0
690	2202	0	1.0
509	2257	0	1.0
773	12081	0	1.0
1791	18895	0	1.0
678	11249	0	1.0
512	5293	0	1.0
971	8796	0	1.0
1441	2113	0	1.0
1460	2729	0	1.0
1304	3295	0	1.0
1161	2047	0	1.0
847	2123	0	1.0
1756	2089	0	1.0
1884	2090	0	1.0
243	3310	0	1.0
15	2571	0	1.0
1889	1967	0	1.0
1799	4142	0	1.0
1604	4269	0	1.0
1261	3283	0	1.0
1761	6561	0	1.0
1426	2041	0	1.0
1203	9636	0	1.0
1168	2115	0	1.0
1641	2315	0	1.0
31	2397	0	1.0
1732	1951	0	1.0
766	2113	0	1.0
1035	2107	0	1.0
176	3338	0	1.0
69	3920	0	1.0
145	3564	0	1.0
324	2059	0	1.0
115	2176	0	1.0
1364	2619	0	1.0
1372	2495	0	1.0
860	2310	0	1.0
954	3222	0	1.0
1769	2995	0	1.0
1691	18251	0	1.0
263	3299	0	1.0
671	3298	0	1.0
251	3132	0	1.0
220	6388	0	1.0
1335	16007	0	1.0
1420	4610	0	1.0
287	7294	0	1.0
1643	2213	0	1.0
798	3960	0	1.0
971	9830	0	1.0
255	6716	0	1.0
1414	2040	0	1.0
984	3034	0	1.0
1002	13758	0	1.0
448	4056	0	1.0
1279	10522	0	1.0
1790	2357	0	1.0
1720	2263	0	1.0
117	4882	0	1.0
219	2411	0	1.0
1098	14503	0	1.0
1001	2720	0	1.0
1891	12465	0	1.0
54	3553	0	1.0
1355	16182	0	1.0
668	10164	0	1.0
1295	15783	0	1.0
1501	2834	0	1.0
1424	3813	0	1.0
1245	2974	0	1.0
1390	5957	0	1.0
1367	2734	0	1.0
1362	2734	0	1.0
1565	2796	0	1.0
610	6053	0	1.0
412	3277	0	1.0
1003	1983	0	1.0
1773	2433	0	1.0
84	4284	0	1.0
808	2652	0	1.0
262	6930	0	1.0
875	2181	0	1.0
941	3396	0	1.0
1052	5145	0	1.0
1542	2320	0	1.0
1810	2053	0	1.0
35	2076	0	1.0
1148	1941	0	1.0
1800	2315	0	1.0
1410	2924	0	1.0
934	3124	0	1.0
204	5583	0	1.0
1333	15660	0	1.0
1864	13090	0	1.0
595	2207	0	1.0
905	3010	0	1.0
1104	5583	0	1.0
1115	1979	0	1.0
1038	6920	0	1.0
1816	19097	0	1.0
1594	17590	0	1.0
1497	17015	0	1.0
1442	7222	0	1.0
91	2202	0	1.0
1889	2865	0	1.0
1192	4708	0	1.0
600	2354	0	1.0
459	3406	0	1.0
727	11635	0	1.0
1469	2230	0	1.0
130	5070	0	1.0
734	2175	0	1.0
331	7759	0	1.0
836	1958	0	1.0
162	2327	0	1.0
392	8445	0	1.0
1000	4953	0	1.0
114	4088	0	1.0
1832	4396	0	1.0
1743	1942	0	1.0
780	7006	0	1.0
1190	4706	0	1.0
965	6293	0	1.0
169	5611	0	1.0
485	1975	0	1.0
166	2056	0	1.0
1443	2311	0	1.0
1497	17010	0	1.0
1659	13342	0	1.0
492	3335	0	1.0
1054	2665	0	1.0
1867	2215	0	1.0
357	2491	0	1.0
1465	16762	0	1.0
1528	17167	0	1.0
1057	4828	0	1.0
1117	2982	0	1.0
703	2993	0	1.0
232	2423	0	1.0
794	2733	0	1.0
495	2429	0	1.0
1610	2203	0	1.0
1156	2855	0	1.0
138	2411	0	1.0
1702	18350	0	1.0
236	2188	0	1.0
1826	2577	0	1.0
986	4656	0	1.0
1563	13404	0	1.0
1232	2263	0	1.0
1213	4416	0	1.0
1643	2560	0	1.0
1612	3957	0	1.0
175	4809	0	1.0
700	1898	0	1.0
1873	1975	0	1.0
277	7187	0	1.0
234	6587	0	1.0
824	2996	0	1.0
83	2047	0	1.0
1388	2189	0	1.0
1070	4364	0	1.0
1083	5079	0	1.0
739	2184	0	1.0
492	9089	0	1.0
617	1951	0	1.0
1010	2487	0	1.0
1390	2323	0	1.0
425	3957	0	1.0
644	10957	0	1.0
186	2184	0	1.0
1267	15637	0	1.0
1661	5325	0	1.0
979	2114	0	1.0
1658	5063	0	1.0
350	3973	0	1.0
1834	14466	0	1.0
54	1975	0	1.0
395	2884	0	1.0
1585	11478	0	1.0
1736	3143	0	1.0
975	2230	0	1.0
1888	2059	0	1.0
1358	1970	0	1.0
1054	14165	0	1.0
1701	18332	0	1.0
1659	2204	0	1.0
1751	1975	0	1.0
951	4768	0	1.0
1475	3047	0	1.0
1242	15493	0	1.0
295	7379	0	1.0
1035	1939	0	1.0
719	2800	0	1.0
666	7476	0	1.0
1751	2897	0	1.0
49	3436	0	1.0
771	2175	0	1.0
1799	11092	0	1.0
825	2375	0	1.0
97	4512	0	1.0
495	2219	0	1.0
23	2806	0	1.0
1731	4008	0	1.0
1582	17523	0	1.0
1176	6488	0	1.0
1694	2336	0	1.0
1502	3738	0	1.0
865	5463	0	1.0
1675	10170	0	1.0
388	2428	0	1.0
1162	3618	0	1.0
1268	5754	0	1.0
924	13286	0	1.0
531	5675	0	1.0
1400	2049	0	1.0
1163	2349	0	1.0
331	3812	0	1.0
998	13736	0	1.0
1358	16248	0	1.0
1016	2662	0	1.0
139	2177	0	1.0
589	4724	0	1.0
334	7789	0	1.0
1322	15910	0	1.0
1543	5708	0	1.0
472	4223	0	1.0
737	1951	0	1.0
710	9064	0	1.0
1310	3065	0	1.0
1331	15962	0	1.0
195	2583	0	1.0
660	11115	0	1.0
1504	2192	0	1.0
317	1953	0	1.0
1819	3659	0	1.0
340	2600	0	1.0
884	12941	0	1.0
1794	2319	0	1.0
1537	4227	0	1.0
612	5414	0	1.0
299	7425	0	1.0
1109	2423	0	1.0
535	8379	0	1.0
1435	2040	0	1.0
1548	2265	0	1.0
1116	10487	0	1.0
197	2180	0	1.0
1723	1975	0	1.0
150	5318	0	1.0
333	7773	0	1.0
1506	2403	0	1.0
562	10196	0	1.0
875	2411	0	1.0
1529	17175	0	1.0
35	2565	0	1.0
229	2424	0	1.0
1224	3856	0	1.0
851	12623	0	1.0
1848	13006	0	1.0
1578	4445	0	1.0
466	4097	0	1.0
865	2728	0	1.0
17	2642	0	1.0
71	2192	0	1.0
1113	14645	0	1.0
1426	1975	0	1.0
319	7644	0	1.0
1502	2807	0	1.0
138	2344	0	1.0
698	2186	0	1.0
658	2120	0	1.0
776	5492	0	1.0
1615	2181	0	1.0
581	10367	0	1.0
1232	6026	0	1.0
1213	2116	0	1.0
1604	2791	0	1.0
251	2837	0	1.0
1377	16357	0	1.0
450	9088	0	1.0
1726	18485	0	1.0
267	2192	0	1.0
474	9274	0	1.0
1665	2844	0	1.0
1506	17067	0	1.0
657	8910	0	1.0
1478	3591	0	1.0
1321	2043	0	1.0
1496	12470	0	1.0
666	11166	0	1.0
350	4666	0	1.0
1250	2068	0	1.0
1304	4720	0	1.0
786	2758	0	1.0
139	3485	0	1.0
1464	3744	0	1.0
1403	3352	0	1.0
433	6812	0	1.0
422	4223	0	1.0
1710	3969	0	1.0
326	2207	0	1.0
528	3267	0	1.0
1735	2726	0	1.0
474	5237	0	1.0
1219	3522	0	1.0
1710	2206	0	1.0
236	2176	0	1.0
1583	17538	0	1.0
904	2367	0	1.0
1865	19357	0	1.0
846	6926	0	1.0
699	11436	0	1.0
391	8437	0	1.0
1411	4932	0	1.0
1346	2084	0	1.0
83	2235	0	1.0
968	2842	0	1.0
1638	2783	0	1.0
1267	15633	0	1.0
280	2397	0	1.0
1454	2374	0	1.0
1065	14295	0	1.0
100	4546	0	1.0
1201	15206	0	1.0
176	2590	0	1.0
355	2487	0	1.0
820	2501	0	1.0
1180	2587	0	1.0
1520	2040	0	1.0
28	2960	0	1.0
537	1958	0	1.0
635	1985	0	1.0
97	4505	0	1.0
934	3129	0	1.0
1815	2813	0	1.0
1235	1953	0	1.0
375	2842	0	1.0
1379	3077	0	1.0
914	2565	0	1.0
1431	4976	0	1.0
238	2398	0	1.0
1205	3489	0	1.0
1499	3353	0	1.0
1580	2219	0	1.0
1794	2980	0	1.0
758	3398	0	1.0
805	2612	0	1.0
1600	2286	0	1.0
930	13298	0	1.0
1763	8014	0	1.0
1304	15836	0	1.0
1010	2175	0	1.0
210	2881	0	1.0
792	2352	0	1.0
1142	2326	0	1.0
1402	12487	0	1.0
1596	2092	0	1.0
1046	5410	0	1.0
847	12586	0	1.0
1291	2186	0	1.0
1868	3081	0	1.0
1216	2917	0	1.0
1666	17973	0	1.0
1184	3046	0	1.0
1210	7928	0	1.0
973	2304	0	1.0
1429	16588	0	1.0
317	2203	0	1.0
1680	2832	0	1.0
442	2786	0	1.0
1797	6045	0	1.0
972	2121	0	1.0
338	7848	0	1.0
1389	2786	0	1.0
29	2263	0	1.0
1105	4374	0	1.0
1425	2865	0	1.0
1695	2356	0	1.0
